source:/export/space2/users/mariandm/Weitz/Rong/redoing_paper/sample_intersection	1_-.faa	2_-.faa	3_-.faa	4_-.faa	5_+.faa	6_-.faa	7_-.faa	8_-.faa	9_-.faa	10_-.faa	11_-.faa	12_-.faa	13_-.faa	14_-.faa	15_-.faa	16_-.faa	17_-.faa	18_-.faa	19_-.faa	20_-.faa	21_-.faa	22_-.faa	23_-.faa	24_-.faa	25_-.faa	26_+.faa	27_+.faa	28_+.faa	29_+.faa	30_+.faa	31_+.faa	32_-.faa	33_+.faa	34_+.faa	35_+.faa	36_+.faa	37_+.faa	38_+.faa	39_+.faa	40_+.faa	41_+.faa	42_-.faa	43_-.faa	44_-.faa	45_+.faa	46_-.faa	47_-.faa	48_-.faa	49_-.faa	50_-.faa	51_-.faa	52_-.faa	53_-.faa	54_-.faa	55_-.faa	56_-.faa	57_-.faa	58_-.faa	59_-.faa	60_-.faa	61_-.faa	62_-.faa	63_+.faa	70_-.faa	71_-.faa	72_-.faa	73_-.faa	74_-.faa	75_+.faa	76_+.faa	77_+.faa	78_+.faa	89_-.faa	93_+.faa	94_-.faa	98_-.faa	99_-.faa	101_-.faa	104_+.faa	106_+.faa	128_-.faa	137_-.faa	138_-.faa	139_-.faa	141_-.faa	143_-.faa	144_-.faa	147_-.faa	148_-.faa	149_-.faa	150_-.faa	152_-.faa	156_+.faa	162_-.faa	165_+.faa	169_+.faa	193_+.faa	201_-.faa	209_+.faa	219_-.faa	222_-.faa	225_-.faa	240_-.faa	321_+.faa	322_+.faa	323_+.faa	324_+.faa	325_+.faa	326_-.faa	327_-.faa	328_-.faa	354_-.faa	356_-.faa	357_-.faa	358_-.faa	361_-.faa	396_-.faa	397_-.faa	433_+.faa	435_-.faa	440_-.faa	441_-.faa	442_-.faa	641_+.faa	642_+.faa	643_+.faa	644_+.faa	645_+.faa	646_-.faa	654_+.faa	681_-.faa	694_-.faa	700_+.faa	716_+.faa	717_+.faa	777_+.faa	784_+.faa	785_+.faa	827_-.faa	865_-.faa	866_-.faa	867_+.faa	868_+.faa	869_+.faa	870_-.faa	871_-.faa	872_-.faa	874_-.faa	875_-.faa	887_-.faa	893_-.faa	
A4-a.gms.out.faa	gene_1|GeneMark.hmm|378_aa|-|1|1137,	gene_2|GeneMark.hmm|150_aa|-|1275|1727,	gene_3|GeneMark.hmm|56_aa|-|1731|1901,	gene_4|GeneMark.hmm|154_aa|-|2012|2476,	gene_5|GeneMark.hmm|113_aa|+|2546|2887,	gene_6|GeneMark.hmm|405_aa|-|3173|4390,	gene_7|GeneMark.hmm|162_aa|-|4506|4994,	gene_8|GeneMark.hmm|159_aa|-|5249|5728,	gene_9|GeneMark.hmm|340_aa|-|5731|6753,	gene_10|GeneMark.hmm|83_aa|-|6729|6980,	gene_11|GeneMark.hmm|114_aa|-|6977|7321,	gene_12|GeneMark.hmm|195_aa|-|7323|7910,	gene_13|GeneMark.hmm|178_aa|-|7920|8456,	gene_14|GeneMark.hmm|65_aa|-|8457|8654,	gene_15|GeneMark.hmm|162_aa|-|8792|9280,	gene_16|GeneMark.hmm|213_aa|-|9277|9918,	gene_17|GeneMark.hmm|196_aa|-|9961|10551,	gene_18|GeneMark.hmm|35_aa|-|11180|11287,	gene_19|GeneMark.hmm|76_aa|-|11278|11508,	gene_20|GeneMark.hmm|350_aa|-|11518|12570,	gene_21|GeneMark.hmm|92_aa|-|12820|13098,	gene_22|GeneMark.hmm|163_aa|-|13082|13573,	gene_23|GeneMark.hmm|65_aa|-|13560|13757,	gene_24|GeneMark.hmm|50_aa|-|13738|13890,	gene_25|GeneMark.hmm|122_aa|-|13961|14329,	gene_26|GeneMark.hmm|50_aa|+|15191|15343,	gene_27|GeneMark.hmm|83_aa|+|15882|16133,	gene_28|GeneMark.hmm|266_aa|+|17100|17900,	gene_29|GeneMark.hmm|33_aa|+|18296|18397,	gene_30|GeneMark.hmm|38_aa|+|18391|18507,	gene_31|GeneMark.hmm|152_aa|+|18500|18958,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
A4-b.gms.out.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	gene_1|GeneMark.hmm|233_aa|-|1|702,	gene_2|GeneMark.hmm|136_aa|+|815|1225,	gene_3|GeneMark.hmm|198_aa|+|1230|1826,gene_48|GeneMark.hmm|216_aa|+|40147|40797,	gene_4|GeneMark.hmm|675_aa|+|1829|3856,gene_49|GeneMark.hmm|675_aa|+|40801|42828,	gene_5|GeneMark.hmm|98_aa|+|3853|4149,gene_50|GeneMark.hmm|103_aa|+|42825|43136,	gene_6|GeneMark.hmm|460_aa|+|4140|5522,	gene_7|GeneMark.hmm|119_aa|+|5515|5874,	gene_8|GeneMark.hmm|190_aa|+|5876|6448,	gene_9|GeneMark.hmm|146_aa|+|6520|6960,	gene_10|GeneMark.hmm|315_aa|+|7171|8118,	gene_11|GeneMark.hmm|157_aa|-|8164|8637,	gene_12|GeneMark.hmm|90_aa|-|8634|8906,	gene_13|GeneMark.hmm|51_aa|-|8994|9149,	gene_14|GeneMark.hmm|314_aa|+|9474|10418,	gene_15|GeneMark.hmm|158_aa|-|10439|10915,	gene_16|GeneMark.hmm|90_aa|-|10912|11184,	gene_17|GeneMark.hmm|336_aa|-|11177|12187,	gene_18|GeneMark.hmm|810_aa|-|12184|14616,	gene_19|GeneMark.hmm|407_aa|-|14613|15836,	gene_20|GeneMark.hmm|753_aa|-|15820|18081,	gene_21|GeneMark.hmm|162_aa|-|18083|18571,	gene_22|GeneMark.hmm|576_aa|-|18573|20303,	gene_23|GeneMark.hmm|590_aa|-|20310|22082,	gene_24|GeneMark.hmm|171_aa|-|22075|22590,	gene_25|GeneMark.hmm|343_aa|-|22590|23621,	gene_26|GeneMark.hmm|246_aa|-|23634|24374,	gene_27|GeneMark.hmm|90_aa|-|24386|24658,	gene_28|GeneMark.hmm|539_aa|-|24655|26274,	gene_29|GeneMark.hmm|516_aa|-|26277|27827,	gene_30|GeneMark.hmm|162_aa|-|28362|28850,	gene_31|GeneMark.hmm|181_aa|-|30231|30776,	gene_32|GeneMark.hmm|73_aa|+|31003|31224,	gene_39|GeneMark.hmm|273_aa|-|33636|34457,	gene_40|GeneMark.hmm|488_aa|-|34550|36016,	gene_41|GeneMark.hmm|129_aa|-|36017|36406,	gene_42|GeneMark.hmm|68_aa|-|36424|36630,	gene_43|GeneMark.hmm|61_aa|-|36709|36894,	gene_44|GeneMark.hmm|123_aa|+|37091|37462,	gene_45|GeneMark.hmm|107_aa|+|37552|37875,	gene_46|GeneMark.hmm|388_aa|+|38003|39169,	gene_47|GeneMark.hmm|262_aa|+|39340|40128,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	gene_33|GeneMark.hmm|130_aa|+|31307|31699,	gene_34|GeneMark.hmm|68_aa|+|31836|32042,	gene_35|GeneMark.hmm|80_aa|+|32035|32277,	gene_36|GeneMark.hmm|134_aa|+|32278|32682,	gene_37|GeneMark.hmm|61_aa|+|32795|32980,	gene_38|GeneMark.hmm|125_aa|-|33211|33588,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
AHCA1-a-T4.gms.out.faa	-	-	-	-	-	-	-	gene_1|GeneMark.hmm|159_aa|-|1|480,	gene_2|GeneMark.hmm|320_aa|-|483|1445,	gene_3|GeneMark.hmm|83_aa|-|1481|1732,	gene_4|GeneMark.hmm|114_aa|-|1729|2073,	gene_5|GeneMark.hmm|195_aa|-|2075|2662,	gene_6|GeneMark.hmm|178_aa|-|2672|3208,	gene_7|GeneMark.hmm|57_aa|-|3209|3382,	gene_9|GeneMark.hmm|162_aa|-|3544|4032,	gene_10|GeneMark.hmm|169_aa|-|4029|4538,	gene_11|GeneMark.hmm|196_aa|-|4713|5303,	gene_14|GeneMark.hmm|35_aa|-|5932|6039,	gene_15|GeneMark.hmm|76_aa|-|6030|6260,	gene_16|GeneMark.hmm|350_aa|-|6270|7322,	-	-	gene_19|GeneMark.hmm|49_aa|-|8314|8463,	-	gene_21|GeneMark.hmm|122_aa|-|8717|9085,	-	gene_22|GeneMark.hmm|83_aa|+|10638|10889,	gene_24|GeneMark.hmm|266_aa|+|11856|12656,	-	gene_26|GeneMark.hmm|38_aa|+|13147|13263,	gene_27|GeneMark.hmm|152_aa|+|13256|13714,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	gene_8|GeneMark.hmm|44_aa|-|3396|3530,	gene_12|GeneMark.hmm|38_aa|+|5382|5498,	gene_13|GeneMark.hmm|82_aa|-|5554|5802,	gene_17|GeneMark.hmm|62_aa|-|7399|7587,	gene_18|GeneMark.hmm|251_aa|-|7572|8327,	gene_20|GeneMark.hmm|84_aa|-|8512|8766,	gene_23|GeneMark.hmm|47_aa|+|11723|11866,	gene_25|GeneMark.hmm|48_aa|+|12966|13112,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
FL17-a-T4.gms.out.faa	-	-	-	-	-	-	gene_5|GeneMark.hmm|162_aa|-|2564|3052,	gene_6|GeneMark.hmm|159_aa|-|3307|3786,	gene_7|GeneMark.hmm|320_aa|-|3789|4751,	gene_8|GeneMark.hmm|83_aa|-|4787|5038,	gene_9|GeneMark.hmm|114_aa|-|5035|5379,	gene_10|GeneMark.hmm|195_aa|-|5381|5968,	gene_11|GeneMark.hmm|178_aa|-|5978|6514,	gene_12|GeneMark.hmm|57_aa|-|6515|6688,	gene_14|GeneMark.hmm|162_aa|-|6850|7338,	gene_15|GeneMark.hmm|169_aa|-|7335|7844,	gene_16|GeneMark.hmm|189_aa|-|8019|8588,	gene_19|GeneMark.hmm|35_aa|-|9238|9345,	gene_20|GeneMark.hmm|76_aa|-|9336|9566,	gene_21|GeneMark.hmm|342_aa|-|9576|10604,	-	-	-	-	gene_25|GeneMark.hmm|122_aa|-|12023|12391,	gene_26|GeneMark.hmm|50_aa|+|13253|13405,	gene_27|GeneMark.hmm|83_aa|+|13944|14195,	gene_29|GeneMark.hmm|266_aa|+|15162|15962,	gene_30|GeneMark.hmm|33_aa|+|16358|16459,	gene_31|GeneMark.hmm|38_aa|+|16453|16569,	gene_32|GeneMark.hmm|152_aa|+|16562|17020,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	gene_13|GeneMark.hmm|44_aa|-|6702|6836,	gene_17|GeneMark.hmm|38_aa|+|8688|8804,	gene_18|GeneMark.hmm|82_aa|-|8860|9108,	gene_22|GeneMark.hmm|62_aa|-|10705|10893,	gene_23|GeneMark.hmm|251_aa|-|10878|11633,	-	gene_28|GeneMark.hmm|47_aa|+|15029|15172,	-	gene_24|GeneMark.hmm|150_aa|-|11620|12072,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
FL17-b.gms.out.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	gene_4|GeneMark.hmm|864_aa|-|1638|4232,	-	gene_6|GeneMark.hmm|707_aa|-|5683|7806,	-	-	gene_9|GeneMark.hmm|578_aa|-|12367|14103,	gene_10|GeneMark.hmm|175_aa|-|14096|14623,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	gene_1|GeneMark.hmm|128_aa|-|1|387,	gene_2|GeneMark.hmm|151_aa|-|656|1111,	gene_3|GeneMark.hmm|98_aa|-|1335|1631,	gene_5|GeneMark.hmm|478_aa|-|4229|5665,	gene_7|GeneMark.hmm|167_aa|-|7803|8306,	gene_8|GeneMark.hmm|1347_aa|-|8299|12342,	gene_11|GeneMark.hmm|148_aa|-|14630|15076,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
FL17-c.gms.out.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	gene_4|GeneMark.hmm|556_aa|-|1330|3000,	gene_6|GeneMark.hmm|511_aa|-|3402|4937,	gene_7|GeneMark.hmm|162_aa|-|5472|5960,	gene_8|GeneMark.hmm|205_aa|-|7066|7683,	-	-	-	gene_16|GeneMark.hmm|129_aa|-|12805|13194,	gene_17|GeneMark.hmm|68_aa|-|13212|13418,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	gene_1|GeneMark.hmm|89_aa|-|1|270,	gene_2|GeneMark.hmm|233_aa|-|296|997,	gene_3|GeneMark.hmm|109_aa|-|1008|1337,	gene_5|GeneMark.hmm|110_aa|-|2997|3329,	gene_9|GeneMark.hmm|212_aa|+|7853|8491,	gene_15|GeneMark.hmm|790_aa|-|10432|12804,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	gene_10|GeneMark.hmm|130_aa|+|8514|8906,	gene_11|GeneMark.hmm|68_aa|+|9043|9249,	gene_12|GeneMark.hmm|70_aa|+|9242|9454,	gene_13|GeneMark.hmm|110_aa|+|9486|9818,	-	gene_14|GeneMark.hmm|103_aa|-|10073|10384,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
FP2.gms.out.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	gene_42|GeneMark.hmm|216_aa|+|34901|35551,	gene_43|GeneMark.hmm|675_aa|+|35555|37582,	gene_44|GeneMark.hmm|103_aa|+|37579|37890,	-	gene_2|GeneMark.hmm|119_aa|+|701|1060,	gene_3|GeneMark.hmm|190_aa|+|1062|1634,	gene_4|GeneMark.hmm|155_aa|+|1679|2146,	-	gene_6|GeneMark.hmm|157_aa|-|2919|3392,	gene_7|GeneMark.hmm|90_aa|-|3389|3661,	gene_8|GeneMark.hmm|51_aa|-|3749|3904,	gene_9|GeneMark.hmm|314_aa|+|4229|5173,	gene_10|GeneMark.hmm|158_aa|-|5194|5670,	gene_11|GeneMark.hmm|90_aa|-|5667|5939,	gene_12|GeneMark.hmm|341_aa|-|5932|6957,	gene_13|GeneMark.hmm|809_aa|-|6954|9383,	gene_14|GeneMark.hmm|408_aa|-|9380|10606,	gene_15|GeneMark.hmm|753_aa|-|10590|12851,	gene_16|GeneMark.hmm|162_aa|-|12853|13341,	gene_17|GeneMark.hmm|579_aa|-|13343|15082,	gene_18|GeneMark.hmm|590_aa|-|15089|16861,	gene_19|GeneMark.hmm|172_aa|-|16854|17372,	gene_20|GeneMark.hmm|343_aa|-|17369|18400,	gene_21|GeneMark.hmm|246_aa|-|18413|19153,	gene_22|GeneMark.hmm|90_aa|-|19165|19437,	gene_23|GeneMark.hmm|539_aa|-|19434|21053,	gene_24|GeneMark.hmm|516_aa|-|21056|22606,	gene_25|GeneMark.hmm|162_aa|-|23141|23629,	gene_26|GeneMark.hmm|199_aa|-|24981|25580,	gene_27|GeneMark.hmm|73_aa|+|25761|25982,	-	-	gene_35|GeneMark.hmm|129_aa|-|30766|31155,	gene_36|GeneMark.hmm|68_aa|-|31173|31379,	-	gene_38|GeneMark.hmm|123_aa|+|31846|32217,	gene_39|GeneMark.hmm|107_aa|+|32307|32630,	gene_40|GeneMark.hmm|388_aa|+|32758|33924,	gene_41|GeneMark.hmm|262_aa|+|34095|34883,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	gene_34|GeneMark.hmm|790_aa|-|28393|30765,	gene_1|GeneMark.hmm|235_aa|+|1|708,	gene_5|GeneMark.hmm|168_aa|+|2357|2863,	gene_29|GeneMark.hmm|50_aa|+|26593|26745,	gene_37|GeneMark.hmm|87_aa|-|31376|31639,	gene_45|GeneMark.hmm|226_aa|+|37875|38552,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	gene_28|GeneMark.hmm|130_aa|+|26065|26457,	-	gene_30|GeneMark.hmm|82_aa|+|26755|27003,	gene_31|GeneMark.hmm|134_aa|+|27035|27439,	gene_32|GeneMark.hmm|61_aa|+|27552|27737,	gene_33|GeneMark.hmm|125_aa|-|27968|28345,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
HHCA1-a.gms.out.faa	-	-	-	-	-	-	-	-	-	-	-	-	gene_1|GeneMark.hmm|178_aa|-|1|537,	gene_2|GeneMark.hmm|65_aa|-|538|735,	gene_3|GeneMark.hmm|162_aa|-|874|1362,	gene_4|GeneMark.hmm|169_aa|-|1359|1868,	gene_5|GeneMark.hmm|196_aa|-|2043|2633,	gene_7|GeneMark.hmm|35_aa|-|3262|3369,	gene_8|GeneMark.hmm|76_aa|-|3360|3590,	gene_9|GeneMark.hmm|350_aa|-|3600|4652,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	gene_6|GeneMark.hmm|82_aa|-|2884|3132,	-	gene_11|GeneMark.hmm|210_aa|-|5023|5655,	-	-	-	gene_12|GeneMark.hmm|150_aa|-|5642|6094,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	gene_10|GeneMark.hmm|93_aa|-|4729|5010,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Ishi-1-a.gms.out.faa	gene_2|GeneMark.hmm|378_aa|-|602|1738,	gene_3|GeneMark.hmm|150_aa|-|1876|2328,	-	-	-	-	-	gene_5|GeneMark.hmm|159_aa|-|3303|3782,	gene_6|GeneMark.hmm|340_aa|-|3785|4807,	gene_7|GeneMark.hmm|83_aa|-|4783|5034,	gene_8|GeneMark.hmm|114_aa|-|5031|5375,	gene_9|GeneMark.hmm|195_aa|-|5377|5964,	gene_10|GeneMark.hmm|178_aa|-|5974|6510,	gene_11|GeneMark.hmm|65_aa|-|6511|6708,	gene_12|GeneMark.hmm|162_aa|-|6846|7334,	gene_13|GeneMark.hmm|213_aa|-|7331|7972,	gene_14|GeneMark.hmm|196_aa|-|8015|8605,	gene_15|GeneMark.hmm|35_aa|-|9234|9341,	gene_16|GeneMark.hmm|76_aa|-|9332|9562,	gene_17|GeneMark.hmm|350_aa|-|9572|10624,	-	-	-	-	gene_20|GeneMark.hmm|122_aa|-|12019|12387,	gene_21|GeneMark.hmm|50_aa|+|13249|13401,	gene_22|GeneMark.hmm|83_aa|+|13941|14192,	gene_23|GeneMark.hmm|266_aa|+|15159|15959,	gene_24|GeneMark.hmm|33_aa|+|16355|16456,	gene_25|GeneMark.hmm|38_aa|+|16450|16566,	gene_26|GeneMark.hmm|152_aa|+|16559|17017,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	gene_18|GeneMark.hmm|251_aa|-|10874|11629,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	gene_1|GeneMark.hmm|103_aa|-|1|312,	gene_4|GeneMark.hmm|238_aa|-|2332|3048,	gene_19|GeneMark.hmm|110_aa|-|11616|11948,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
JXGC-a.gms.out.faa	gene_1|GeneMark.hmm|378_aa|-|1|1137,	gene_2|GeneMark.hmm|150_aa|-|1275|1727,	gene_3|GeneMark.hmm|56_aa|-|1731|1901,	gene_4|GeneMark.hmm|154_aa|-|2012|2476,	gene_5|GeneMark.hmm|113_aa|+|2546|2887,	gene_6|GeneMark.hmm|405_aa|-|3173|4390,	gene_7|GeneMark.hmm|162_aa|-|4506|4994,	gene_8|GeneMark.hmm|159_aa|-|5249|5728,	gene_9|GeneMark.hmm|340_aa|-|5731|6753,	gene_10|GeneMark.hmm|83_aa|-|6729|6980,	gene_11|GeneMark.hmm|114_aa|-|6977|7321,	gene_12|GeneMark.hmm|195_aa|-|7323|7910,	gene_13|GeneMark.hmm|178_aa|-|7920|8456,	gene_14|GeneMark.hmm|65_aa|-|8457|8654,	gene_15|GeneMark.hmm|162_aa|-|8792|9280,	gene_16|GeneMark.hmm|213_aa|-|9277|9918,	gene_17|GeneMark.hmm|196_aa|-|9961|10551,	gene_18|GeneMark.hmm|35_aa|-|11180|11287,	gene_19|GeneMark.hmm|76_aa|-|11278|11508,	gene_20|GeneMark.hmm|350_aa|-|11518|12570,	-	-	-	-	gene_23|GeneMark.hmm|122_aa|-|13965|14333,	gene_24|GeneMark.hmm|50_aa|+|15195|15347,	gene_25|GeneMark.hmm|83_aa|+|15886|16137,	gene_26|GeneMark.hmm|266_aa|+|17104|17904,	gene_27|GeneMark.hmm|33_aa|+|18300|18401,	gene_28|GeneMark.hmm|38_aa|+|18395|18511,	gene_29|GeneMark.hmm|152_aa|+|18504|18962,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	gene_21|GeneMark.hmm|251_aa|-|12820|13575,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	gene_22|GeneMark.hmm|110_aa|-|13562|13894,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
